agent,seed_index,seed,state_id,state,action_id,action,q_value
Epsilon-greedy Q-learning,16,139,0,black,1,green,0.4844400554196414
Epsilon-greedy Q-learning,16,139,0,black,2,blue,0.3031703579325473
Epsilon-greedy Q-learning,16,139,1,red,0,red,0.35913566600740165
Epsilon-greedy Q-learning,16,139,1,red,1,green,-0.006
Epsilon-greedy Q-learning,16,139,1,red,2,blue,-0.006
Epsilon-greedy Q-learning,16,139,2,green,0,red,0.5309999999999997
Epsilon-greedy Q-learning,16,139,2,green,1,green,0.438336416243868
Epsilon-greedy Q-learning,16,139,2,green,2,blue,0.39784276417158837
Epsilon-greedy Q-learning,16,139,3,blue,0,red,0.04436129999999999
Epsilon-greedy Q-learning,16,139,3,blue,1,green,-0.0102
Epsilon-greedy Q-learning,16,139,3,blue,2,blue,0.3832687047741931
Epsilon-greedy Q-learning,16,139,4,yellow,0,red,0.43984213140434647
Epsilon-greedy Q-learning,16,139,4,yellow,1,green,0.44008371712932826
Epsilon-greedy Q-learning,16,139,4,yellow,2,blue,0.5799999999999998
Epsilon-greedy Q-learning,16,139,5,magenta,0,red,-0.00771
Epsilon-greedy Q-learning,16,139,5,magenta,1,green,0.13678200000000001
Epsilon-greedy Q-learning,16,139,5,magenta,2,blue,0.0
Epsilon-greedy Q-learning,16,139,6,cyan,0,red,0.009000000000000001
Epsilon-greedy Q-learning,16,139,6,cyan,1,green,0.04599517813890878
Epsilon-greedy Q-learning,16,139,6,cyan,2,blue,0.440189025372286
Epsilon-greedy Q-learning,16,139,7,white,0,red,0.0
Epsilon-greedy Q-learning,16,139,7,white,1,green,0.0
Epsilon-greedy Q-learning,16,139,7,white,2,blue,0.0
Epsilon-greedy Q-learning,17,140,0,black,0,red,0.8454485758099198
Epsilon-greedy Q-learning,17,140,0,black,1,green,0.6937214760076033
Epsilon-greedy Q-learning,17,140,0,black,2,blue,0.5013754873996477
Epsilon-greedy Q-learning,17,140,1,red,0,red,0.6539001366016097
Epsilon-greedy Q-learning,17,140,1,red,1,green,0.9109998236900889
Epsilon-greedy Q-learning,17,140,1,red,2,blue,0.6016216851872068
Epsilon-greedy Q-learning,17,140,2,green,0,red,0.8604896942549514
Epsilon-greedy Q-learning,17,140,2,green,1,green,0.4360533083526079
Epsilon-greedy Q-learning,17,140,2,green,2,blue,0.30513419649308526
Epsilon-greedy Q-learning,17,140,3,blue,0,red,0.6644842198159504
Epsilon-greedy Q-learning,17,140,3,blue,1,green,0.05167701149999999
Epsilon-greedy Q-learning,17,140,3,blue,2,blue,0.08807451074339356
Epsilon-greedy Q-learning,17,140,4,yellow,0,red,0.7208683210531569
Epsilon-greedy Q-learning,17,140,4,yellow,1,green,0.7049691872330752
Epsilon-greedy Q-learning,17,140,4,yellow,2,blue,0.9799999856484608
Epsilon-greedy Q-learning,17,140,5,magenta,0,red,0.7789133812361112
Epsilon-greedy Q-learning,17,140,5,magenta,1,green,0.1800000240665258
Epsilon-greedy Q-learning,17,140,5,magenta,2,blue,0.06037387290910182
Epsilon-greedy Q-learning,17,140,6,cyan,0,red,0.3709882740489752
Epsilon-greedy Q-learning,17,140,6,cyan,1,green,0.13322800390653577
Epsilon-greedy Q-learning,17,140,6,cyan,2,blue,0.1515620766307155
Epsilon-greedy Q-learning,17,140,7,white,0,red,0.0
Epsilon-greedy Q-learning,17,140,7,white,1,green,0.0
Epsilon-greedy Q-learning,17,140,7,white,2,blue,0.0
Epsilon-greedy Q-learning,18,141,0,black,0,red,0.8454499999999996
Epsilon-greedy Q-learning,18,141,0,black,1,green,0.7472083614686187
Epsilon-greedy Q-learning,18,141,0,black,2,blue,0.5578290823932172
Epsilon-greedy Q-learning,18,141,1,red,0,red,0.7588442205415222
Epsilon-greedy Q-learning,18,141,1,red,1,green,0.9109999999999997
Epsilon-greedy Q-learning,18,141,1,red,2,blue,0.6687543043334504
Epsilon-greedy Q-learning,18,141,2,green,0,red,0.8890986994418469
Epsilon-greedy Q-learning,18,141,2,green,1,green,0.4281192709865346
Epsilon-greedy Q-learning,18,141,2,green,2,blue,0.22534573879499994
Epsilon-greedy Q-learning,18,141,3,blue,0,red,0.6807181440809832
Epsilon-greedy Q-learning,18,141,3,blue,1,green,-0.0102
Epsilon-greedy Q-learning,18,141,3,blue,2,blue,-0.006
Epsilon-greedy Q-learning,18,141,4,yellow,0,red,0.7529800033790309
Epsilon-greedy Q-learning,18,141,4,yellow,1,green,0.7806133765214703
Epsilon-greedy Q-learning,18,141,4,yellow,2,blue,0.9799999999999999
Epsilon-greedy Q-learning,18,141,5,magenta,0,red,0.7803729294928006
Epsilon-greedy Q-learning,18,141,5,magenta,1,green,0.0918
Epsilon-greedy Q-learning,18,141,5,magenta,2,blue,0.0
Epsilon-greedy Q-learning,18,141,6,cyan,0,red,0.33635222099999995
Epsilon-greedy Q-learning,18,141,6,cyan,1,green,0.1281430902886372
Epsilon-greedy Q-learning,18,141,6,cyan,2,blue,-0.00771
Epsilon-greedy Q-learning,18,141,7,white,0,red,0.0
Epsilon-greedy Q-learning,18,141,7,white,1,green,0.0
Epsilon-greedy Q-learning,18,141,7,white,2,blue,0.0
Epsilon-greedy Q-learning,19,142,0,black,0,red,0.6649499999999998
Epsilon-greedy Q-learning,19,142,0,black,1,green,0.6399818315935425
Epsilon-greedy Q-learning,19,142,0,black,2,blue,0.6623282748610545
Epsilon-greedy Q-learning,19,142,1,red,0,red,0.6829393925787173
Epsilon-greedy Q-learning,19,142,1,red,1,green,0.7198777349256504
Epsilon-greedy Q-learning,19,142,1,red,2,blue,0.7209999999999998
Epsilon-greedy Q-learning,19,142,2,green,0,red,0.6229922055555898
Epsilon-greedy Q-learning,19,142,2,green,1,green,0.23075318368950845
Epsilon-greedy Q-learning,19,142,2,green,2,blue,0.019349999999999992
Epsilon-greedy Q-learning,19,142,3,blue,0,red,-0.006
Epsilon-greedy Q-learning,19,142,3,blue,1,green,-0.006
Epsilon-greedy Q-learning,19,142,3,blue,2,blue,0.47782579961680227
Epsilon-greedy Q-learning,19,142,4,yellow,0,red,0.5029100967467771
Epsilon-greedy Q-learning,19,142,4,yellow,1,green,0.5083864614586827
Epsilon-greedy Q-learning,19,142,4,yellow,2,blue,0.610304741835116
Epsilon-greedy Q-learning,19,142,5,magenta,0,red,0.555617362649826
Epsilon-greedy Q-learning,19,142,5,magenta,1,green,0.7799999999999999
Epsilon-greedy Q-learning,19,142,5,magenta,2,blue,0.5802583032247868
Epsilon-greedy Q-learning,19,142,6,cyan,0,red,0.19379999999999997
Epsilon-greedy Q-learning,19,142,6,cyan,1,green,-0.008907
Epsilon-greedy Q-learning,19,142,6,cyan,2,blue,-0.00898219725
Epsilon-greedy Q-learning,19,142,7,white,0,red,0.0
Epsilon-greedy Q-learning,19,142,7,white,1,green,0.0
Epsilon-greedy Q-learning,19,142,7,white,2,blue,0.0
Epsilon-greedy Q-learning,20,143,0,black,0,red,0.6649499999999996
Epsilon-greedy Q-learning,20,143,0,black,1,green,0.6174915241463597
Epsilon-greedy Q-learning,20,143,0,black,2,blue,0.35513443833545405
Epsilon-greedy Q-learning,20,143,1,red,0,red,0.5864553650873578
Epsilon-greedy Q-learning,20,143,1,red,1,green,0.6453708290311364
Epsilon-greedy Q-learning,20,143,1,red,2,blue,0.7209999999999998
Epsilon-greedy Q-learning,20,143,2,green,0,red,0.6857820379205225
Epsilon-greedy Q-learning,20,143,2,green,1,green,0.42561101357302433
Epsilon-greedy Q-learning,20,143,2,green,2,blue,0.28562216863379997
Epsilon-greedy Q-learning,20,143,3,blue,0,red,-0.0102
Epsilon-greedy Q-learning,20,143,3,blue,1,green,0.4866317113290214
Epsilon-greedy Q-learning,20,143,3,blue,2,blue,-0.00771
Epsilon-greedy Q-learning,20,143,4,yellow,0,red,0.42701405498716466
Epsilon-greedy Q-learning,20,143,4,yellow,1,green,0.36335495193602957
Epsilon-greedy Q-learning,20,143,4,yellow,2,blue,0.748708280647535
Epsilon-greedy Q-learning,20,143,5,magenta,0,red,0.6057053492961356
Epsilon-greedy Q-learning,20,143,5,magenta,1,green,0.7799999999999999
Epsilon-greedy Q-learning,20,143,5,magenta,2,blue,0.6112082536318707
Epsilon-greedy Q-learning,20,143,6,cyan,0,red,0.08624725232317379
Epsilon-greedy Q-learning,20,143,6,cyan,1,green,0.18070169392499985
Epsilon-greedy Q-learning,20,143,6,cyan,2,blue,0.5911587546274146
Epsilon-greedy Q-learning,20,143,7,white,0,red,0.0
Epsilon-greedy Q-learning,20,143,7,white,1,green,0.0
Epsilon-greedy Q-learning,20,143,7,white,2,blue,0.0
Epsilon-greedy Q-learning,21,144,0,black,0,red,0.8454499999999996
Epsilon-greedy Q-learning,21,144,0,black,1,green,0.5090552736087322
Epsilon-greedy Q-learning,21,144,0,black,2,blue,0.5324399728562668
Epsilon-greedy Q-learning,21,144,1,red,0,red,0.6311421173322359
Epsilon-greedy Q-learning,21,144,1,red,1,green,0.9109999999999997
Epsilon-greedy Q-learning,21,144,1,red,2,blue,0.6018486015110549
Epsilon-greedy Q-learning,21,144,2,green,0,red,-0.0102
Epsilon-greedy Q-learning,21,144,2,green,1,green,0.6067341557463393
Epsilon-greedy Q-learning,21,144,2,green,2,blue,0.00948890997813346
Epsilon-greedy Q-learning,21,144,3,blue,0,red,0.5516484201123211
Epsilon-greedy Q-learning,21,144,3,blue,1,green,0.04941444185601799
Epsilon-greedy Q-learning,21,144,3,blue,2,blue,0.11734516170388767
Epsilon-greedy Q-learning,21,144,4,yellow,0,red,0.7180994978659856
Epsilon-greedy Q-learning,21,144,4,yellow,1,green,0.7676914772111556
Epsilon-greedy Q-learning,21,144,4,yellow,2,blue,0.9799999999999999
Epsilon-greedy Q-learning,21,144,5,magenta,0,red,0.39173493039838514
Epsilon-greedy Q-learning,21,144,5,magenta,1,green,0.4307819999892417
Epsilon-greedy Q-learning,21,144,5,magenta,2,blue,0.5867164321817877
Epsilon-greedy Q-learning,21,144,6,cyan,0,red,0.0
Epsilon-greedy Q-learning,21,144,6,cyan,1,green,-0.006
Epsilon-greedy Q-learning,21,144,6,cyan,2,blue,0.08369962709084935
Epsilon-greedy Q-learning,21,144,7,white,0,red,0.0
Epsilon-greedy Q-learning,21,144,7,white,1,green,0.0
Epsilon-greedy Q-learning,21,144,7,white,2,blue,0.0
Epsilon-greedy Q-learning,22,145,0,black,0,red,0.8454499982160308
Epsilon-greedy Q-learning,22,145,0,black,1,green,0.8037074139158168
Epsilon-greedy Q-learning,22,145,0,black,2,blue,0.365769087787282
Epsilon-greedy Q-learning,22,145,1,red,0,red,0.7826368846278815
Epsilon-greedy Q-learning,22,145,1,red,1,green,0.9109999998652955
Epsilon-greedy Q-learning,22,145,1,red,2,blue,0.345025519021067
Epsilon-greedy Q-learning,22,145,2,green,0,red,0.9046884669418461
Epsilon-greedy Q-learning,22,145,2,green,1,green,-0.006
Epsilon-greedy Q-learning,22,145,2,green,2,blue,0.008894409101861555
Epsilon-greedy Q-learning,22,145,3,blue,0,red,0.39166888160450664
Epsilon-greedy Q-learning,22,145,3,blue,1,green,0.05833653619745587
Epsilon-greedy Q-learning,22,145,3,blue,2,blue,-0.009744899999999999
Epsilon-greedy Q-learning,22,145,4,yellow,0,red,0.7622642256307146
Epsilon-greedy Q-learning,22,145,4,yellow,1,green,0.7714065338488529
Epsilon-greedy Q-learning,22,145,4,yellow,2,blue,0.9799999999949794
Epsilon-greedy Q-learning,22,145,5,magenta,0,red,0.2256458846740545
Epsilon-greedy Q-learning,22,145,5,magenta,1,green,0.3710257327911246
Epsilon-greedy Q-learning,22,145,5,magenta,2,blue,-0.008907
Epsilon-greedy Q-learning,22,145,6,cyan,0,red,0.05827942213802392
Epsilon-greedy Q-learning,22,145,6,cyan,1,green,0.2348318196481455
Epsilon-greedy Q-learning,22,145,6,cyan,2,blue,0.004269543061647523
Epsilon-greedy Q-learning,22,145,7,white,0,red,0.0
Epsilon-greedy Q-learning,22,145,7,white,1,green,0.0
Epsilon-greedy Q-learning,22,145,7,white,2,blue,0.0
Epsilon-greedy Q-learning,23,146,0,black,0,red,0.8454499999999996
Epsilon-greedy Q-learning,23,146,0,black,1,green,0.6448536314485084
Epsilon-greedy Q-learning,23,146,0,black,2,blue,0.6288791152268076
Epsilon-greedy Q-learning,23,146,1,red,0,red,0.7815755850706194
Epsilon-greedy Q-learning,23,146,1,red,1,green,0.9109999999999997
Epsilon-greedy Q-learning,23,146,1,red,2,blue,0.7209999999999998
Epsilon-greedy Q-learning,23,146,2,green,0,red,0.3470540345934669
Epsilon-greedy Q-learning,23,146,2,green,1,green,0.7651347784805856
Epsilon-greedy Q-learning,23,146,2,green,2,blue,-0.0084045
Epsilon-greedy Q-learning,23,146,3,blue,0,red,-0.006
Epsilon-greedy Q-learning,23,146,3,blue,1,green,0.036958452749999995
Epsilon-greedy Q-learning,23,146,3,blue,2,blue,0.7645936974501573
Epsilon-greedy Q-learning,23,146,4,yellow,0,red,0.7777965854748379
Epsilon-greedy Q-learning,23,146,4,yellow,1,green,0.770506573996453
Epsilon-greedy Q-learning,23,146,4,yellow,2,blue,0.9799999999999999
Epsilon-greedy Q-learning,23,146,5,magenta,0,red,0.4347633081427008
Epsilon-greedy Q-learning,23,146,5,magenta,1,green,0.7799999999999999
Epsilon-greedy Q-learning,23,146,5,magenta,2,blue,0.5961448840489625
Epsilon-greedy Q-learning,23,146,6,cyan,0,red,0.05168103
Epsilon-greedy Q-learning,23,146,6,cyan,1,green,0.18330564373266914
Epsilon-greedy Q-learning,23,146,6,cyan,2,blue,0.0
Epsilon-greedy Q-learning,23,146,7,white,0,red,0.0
Epsilon-greedy Q-learning,23,146,7,white,1,green,0.0
Epsilon-greedy Q-learning,23,146,7,white,2,blue,0.0
Epsilon-greedy Q-learning,24,147,0,black,0,red,0.6649499999999996
Epsilon-greedy Q-learning,24,147,0,black,1,green,0.3410756424303618
Epsilon-greedy Q-learning,24,147,0,black,2,blue,0.4170510201260454
Epsilon-greedy Q-learning,24,147,1,red,0,red,0.609423681043929
Epsilon-greedy Q-learning,24,147,1,red,1,green,0.6523866144290352
Epsilon-greedy Q-learning,24,147,1,red,2,blue,0.7209999999999998
Epsilon-greedy Q-learning,24,147,2,green,0,red,0.5351238399917763
Epsilon-greedy Q-learning,24,147,2,green,1,green,0.2662894311324403
Epsilon-greedy Q-learning,24,147,2,green,2,blue,0.15517178191276626
Epsilon-greedy Q-learning,24,147,3,blue,0,red,-0.0102
Epsilon-greedy Q-learning,24,147,3,blue,1,green,-0.0102
Epsilon-greedy Q-learning,24,147,3,blue,2,blue,0.4451807199672139
Epsilon-greedy Q-learning,24,147,4,yellow,0,red,0.5080813205543242
Epsilon-greedy Q-learning,24,147,4,yellow,1,green,0.5196006856436417
Epsilon-greedy Q-learning,24,147,4,yellow,2,blue,0.58056376034255
Epsilon-greedy Q-learning,24,147,5,magenta,0,red,0.508893524269464
Epsilon-greedy Q-learning,24,147,5,magenta,1,green,0.7799999999999999
Epsilon-greedy Q-learning,24,147,5,magenta,2,blue,-0.008907
Epsilon-greedy Q-learning,24,147,6,cyan,0,red,0.0
Epsilon-greedy Q-learning,24,147,6,cyan,1,green,0.31673925101485684
Epsilon-greedy Q-learning,24,147,6,cyan,2,blue,0.2112064225557964
Epsilon-greedy Q-learning,24,147,7,white,0,red,0.0
Epsilon-greedy Q-learning,24,147,7,white,1,green,0.0
Epsilon-greedy Q-learning,24,147,7,white,2,blue,0.0
Epsilon-greedy Q-learning,25,148,0,black,0,red,0.722559203768766
Epsilon-greedy Q-learning,25,148,0,black,1,green,0.5524316690103658
Epsilon-greedy Q-learning,25,148,0,black,2,blue,0.2702379189317315
Epsilon-greedy Q-learning,25,148,1,red,0,red,0.5217099962205111
Epsilon-greedy Q-learning,25,148,1,red,1,green,0.8581681792679928
Epsilon-greedy Q-learning,25,148,1,red,2,blue,0.24421998848403279
Epsilon-greedy Q-learning,25,148,2,green,0,red,0.5678368296060268
Epsilon-greedy Q-learning,25,148,2,green,1,green,0.46695370117317825
Epsilon-greedy Q-learning,25,148,2,green,2,blue,0.2771495868242253
Epsilon-greedy Q-learning,25,148,3,blue,0,red,0.29060846035834687
Epsilon-greedy Q-learning,25,148,3,blue,1,green,0.05501488324551926
Epsilon-greedy Q-learning,25,148,3,blue,2,blue,0.11415579760430432
Epsilon-greedy Q-learning,25,148,4,yellow,0,red,0.519040970708771
Epsilon-greedy Q-learning,25,148,4,yellow,1,green,0.5611629598764093
Epsilon-greedy Q-learning,25,148,4,yellow,2,blue,0.9689846906160324
Epsilon-greedy Q-learning,25,148,5,magenta,0,red,0.14210618132768682
Epsilon-greedy Q-learning,25,148,5,magenta,1,green,0.24698441881702765
Epsilon-greedy Q-learning,25,148,5,magenta,2,blue,0.0
Epsilon-greedy Q-learning,25,148,6,cyan,0,red,0.11399999999999999
Epsilon-greedy Q-learning,25,148,6,cyan,1,green,-0.0122349
Epsilon-greedy Q-learning,25,148,6,cyan,2,blue,0.43665954750456865
Epsilon-greedy Q-learning,25,148,7,white,0,red,0.0
Epsilon-greedy Q-learning,25,148,7,white,1,green,0.0
Epsilon-greedy Q-learning,25,148,7,white,2,blue,0.0
Epsilon-greedy Q-learning,26,149,0,black,0,red,0.8454499998993933
Epsilon-greedy Q-learning,26,149,0,black,1,green,0.44278585000000004
Epsilon-greedy Q-learning,26,149,0,black,2,blue,0.49268435437217084
Epsilon-greedy Q-learning,26,149,1,red,0,red,0.5932854112499997
Epsilon-greedy Q-learning,26,149,1,red,1,green,0.9109999999921943
Epsilon-greedy Q-learning,26,149,1,red,2,blue,0.08812019999999998
Epsilon-greedy Q-learning,26,149,2,green,0,red,0.7248
Epsilon-greedy Q-learning,26,149,2,green,1,green,0.440591743845286
Epsilon-greedy Q-learning,26,149,2,green,2,blue,0.35011856482101184
Epsilon-greedy Q-learning,26,149,3,blue,0,red,0.005190000000000002
Epsilon-greedy Q-learning,26,149,3,blue,1,green,0.6380297789932031
Epsilon-greedy Q-learning,26,149,3,blue,2,blue,-0.008907
Epsilon-greedy Q-learning,26,149,4,yellow,0,red,0.46021558677720176
Epsilon-greedy Q-learning,26,149,4,yellow,1,green,0.7011877490357218
Epsilon-greedy Q-learning,26,149,4,yellow,2,blue,0.9799999999994092
Epsilon-greedy Q-learning,26,149,5,magenta,0,red,-0.00771
Epsilon-greedy Q-learning,26,149,5,magenta,1,green,0.442782
Epsilon-greedy Q-learning,26,149,5,magenta,2,blue,-0.008907
Epsilon-greedy Q-learning,26,149,6,cyan,0,red,0.17967286783890438
Epsilon-greedy Q-learning,26,149,6,cyan,1,green,0.7567633725404695
Epsilon-greedy Q-learning,26,149,6,cyan,2,blue,0.11740417623763642
Epsilon-greedy Q-learning,26,149,7,white,0,red,0.0
Epsilon-greedy Q-learning,26,149,7,white,1,green,0.0
Epsilon-greedy Q-learning,26,149,7,white,2,blue,0.0
Epsilon-greedy Q-learning,27,150,0,black,0,red,0.8454499999999996
Epsilon-greedy Q-learning,27,150,0,black,1,green,0.726530384693614
Epsilon-greedy Q-learning,27,150,0,black,2,blue,0.48095423355731776
Epsilon-greedy Q-learning,27,150,1,red,0,red,0.7061759604165869
Epsilon-greedy Q-learning,27,150,1,red,1,green,0.9109999999999997
Epsilon-greedy Q-learning,27,150,1,red,2,blue,0.6248111939882157
Epsilon-greedy Q-learning,27,150,2,green,0,red,0.8797053585191522
Epsilon-greedy Q-learning,27,150,2,green,1,green,0.4320715609641106
Epsilon-greedy Q-learning,27,150,2,green,2,blue,0.2911364085627165
Epsilon-greedy Q-learning,27,150,3,blue,0,red,0.6649574906164024
Epsilon-greedy Q-learning,27,150,3,blue,1,green,0.014090203058393262
Epsilon-greedy Q-learning,27,150,3,blue,2,blue,0.04910049640657667
Epsilon-greedy Q-learning,27,150,4,yellow,0,red,0.6417500403463096
Epsilon-greedy Q-learning,27,150,4,yellow,1,green,0.7554193037678151
Epsilon-greedy Q-learning,27,150,4,yellow,2,blue,0.9799999999999999
Epsilon-greedy Q-learning,27,150,5,magenta,0,red,0.0691327839940185
Epsilon-greedy Q-learning,27,150,5,magenta,1,green,0.33349921220392575
Epsilon-greedy Q-learning,27,150,5,magenta,2,blue,0.7787678130345195
Epsilon-greedy Q-learning,27,150,6,cyan,0,red,0.370160284137583
Epsilon-greedy Q-learning,27,150,6,cyan,1,green,-0.012879893396250001
Epsilon-greedy Q-learning,27,150,6,cyan,2,blue,0.029221786100793755
Epsilon-greedy Q-learning,27,150,7,white,0,red,0.0
Epsilon-greedy Q-learning,27,150,7,white,1,green,0.0
Epsilon-greedy Q-learning,27,150,7,white,2,blue,0.0
Epsilon-greedy Q-learning,28,151,0,black,0,red,0.6649499999999996
Epsilon-greedy Q-learning,28,151,0,black,1,green,0.5554359590071194
Epsilon-greedy Q-learning,28,151,0,black,2,blue,0.5953423049607396
Epsilon-greedy Q-learning,28,151,1,red,0,red,0.605239019929638
Epsilon-greedy Q-learning,28,151,1,red,1,green,0.49248497420326365
Epsilon-greedy Q-learning,28,151,1,red,2,blue,0.7209999999999998
Epsilon-greedy Q-learning,28,151,2,green,0,red,0.27362564411669427
Epsilon-greedy Q-learning,28,151,2,green,1,green,0.6106700720387737
Epsilon-greedy Q-learning,28,151,2,green,2,blue,0.010080599999999997
Epsilon-greedy Q-learning,28,151,3,blue,0,red,0.7051079457675897
Epsilon-greedy Q-learning,28,151,3,blue,1,green,0.089147301
Epsilon-greedy Q-learning,28,151,3,blue,2,blue,0.01873908370387499
Epsilon-greedy Q-learning,28,151,4,yellow,0,red,0.0
Epsilon-greedy Q-learning,28,151,4,yellow,1,green,0.5968187704682967
Epsilon-greedy Q-learning,28,151,4,yellow,2,blue,0.0
Epsilon-greedy Q-learning,28,151,5,magenta,0,red,0.556672535433125
Epsilon-greedy Q-learning,28,151,5,magenta,1,green,0.7799999999999999
Epsilon-greedy Q-learning,28,151,5,magenta,2,blue,0.5814229001567295
Epsilon-greedy Q-learning,28,151,6,cyan,0,red,0.12366840000000001
Epsilon-greedy Q-learning,28,151,6,cyan,1,green,0.008598513332999998
Epsilon-greedy Q-learning,28,151,6,cyan,2,blue,0.024136083703874992
Epsilon-greedy Q-learning,28,151,7,white,0,red,0.0
Epsilon-greedy Q-learning,28,151,7,white,1,green,0.0
Epsilon-greedy Q-learning,28,151,7,white,2,blue,0.0
Epsilon-greedy Q-learning,29,152,0,black,0,red,0.2800275474983203
Epsilon-greedy Q-learning,29,152,0,black,1,green,0.48444999999999966
Epsilon-greedy Q-learning,29,152,0,black,2,blue,0.3326701714514848
Epsilon-greedy Q-learning,29,152,1,red,0,red,0.12786824999999988
Epsilon-greedy Q-learning,29,152,1,red,1,green,-0.006
Epsilon-greedy Q-learning,29,152,1,red,2,blue,0.31392198685859884
Epsilon-greedy Q-learning,29,152,2,green,0,red,0.5309999999999997
Epsilon-greedy Q-learning,29,152,2,green,1,green,0.4276226775527855
Epsilon-greedy Q-learning,29,152,2,green,2,blue,0.2752301916347669
Epsilon-greedy Q-learning,29,152,3,blue,0,red,0.3452147715613217
Epsilon-greedy Q-learning,29,152,3,blue,1,green,0.0020310697349999996
Epsilon-greedy Q-learning,29,152,3,blue,2,blue,0.12154731990993936
Epsilon-greedy Q-learning,29,152,4,yellow,0,red,0.3751053227244072
Epsilon-greedy Q-learning,29,152,4,yellow,1,green,0.431370312020574
Epsilon-greedy Q-learning,29,152,4,yellow,2,blue,0.5799999999999998
Epsilon-greedy Q-learning,29,152,5,magenta,0,red,0.2170492412280267
Epsilon-greedy Q-learning,29,152,5,magenta,1,green,0.4247336245383323
Epsilon-greedy Q-learning,29,152,5,magenta,2,blue,0.10598673155781456
Epsilon-greedy Q-learning,29,152,6,cyan,0,red,0.36580644839580384
Epsilon-greedy Q-learning,29,152,6,cyan,1,green,0.0
Epsilon-greedy Q-learning,29,152,6,cyan,2,blue,0.0
Epsilon-greedy Q-learning,29,152,7,white,0,red,0.0
Epsilon-greedy Q-learning,29,152,7,white,1,green,0.0
Epsilon-greedy Q-learning,29,152,7,white,2,blue,0.0
UCB Q-learning,0,1123,0,black,0,red,0.8454499999999996
UCB Q-learning,0,1123,0,black,1,green,-0.016012926360000002
UCB Q-learning,0,1123,0,black,2,blue,0.020528548247999993
UCB Q-learning,0,1123,1,red,0,red,-0.002188564671195008
UCB Q-learning,0,1123,1,red,1,green,0.9109999999999997
UCB Q-learning,0,1123,1,red,2,blue,0.09032609999999999
UCB Q-learning,0,1123,2,green,0,red,0.18736946999999998
UCB Q-learning,0,1123,2,green,1,green,-0.010397473365
UCB Q-learning,0,1123,2,green,2,blue,0.022940999999999993
UCB Q-learning,0,1123,3,blue,0,red,0.09561599999999999
UCB Q-learning,0,1123,3,blue,1,green,0.02114549999999999
UCB Q-learning,0,1123,3,blue,2,blue,-0.012432373365
UCB Q-learning,0,1123,4,yellow,0,red,-0.011397000000000001
UCB Q-learning,0,1123,4,yellow,1,green,0.22986049307110085
UCB Q-learning,0,1123,4,yellow,2,blue,0.9799999999999999
UCB Q-learning,0,1123,5,magenta,0,red,0.0022376303911499935
UCB Q-learning,0,1123,5,magenta,1,green,0.38646
UCB Q-learning,0,1123,5,magenta,2,blue,-0.0122349
UCB Q-learning,0,1123,6,cyan,0,red,0.12029999999999999
UCB Q-learning,0,1123,6,cyan,1,green,0.004074453586464445
UCB Q-learning,0,1123,6,cyan,2,blue,0.004273362443804994
UCB Q-learning,0,1123,7,white,0,red,0.0
UCB Q-learning,0,1123,7,white,1,green,0.0
UCB Q-learning,0,1123,7,white,2,blue,0.0
UCB Q-learning,1,1124,0,black,0,red,-0.01325614736118038
UCB Q-learning,1,1124,0,black,1,green,0.48444999999999966
UCB Q-learning,1,1124,0,black,2,blue,-0.005986972050000003
UCB Q-learning,1,1124,1,red,0,red,0.014708994290024991
UCB Q-learning,1,1124,1,red,1,green,0.07358999999999999
UCB Q-learning,1,1124,1,red,2,blue,-0.006
UCB Q-learning,1,1124,2,green,0,red,0.5309999999999997
UCB Q-learning,1,1124,2,green,1,green,0.18446049159479916
UCB Q-learning,1,1124,2,green,2,blue,0.07869809999999998
UCB Q-learning,1,1124,3,blue,0,red,-0.0102
UCB Q-learning,1,1124,3,blue,1,green,0.012542999999999997
UCB Q-learning,1,1124,3,blue,2,blue,0.008752240928017492
UCB Q-learning,1,1124,4,yellow,0,red,0.14714916530706257
UCB Q-learning,1,1124,4,yellow,1,green,0.16708034542910138
UCB Q-learning,1,1124,4,yellow,2,blue,0.5799999999999998
UCB Q-learning,1,1124,5,magenta,0,red,-0.00771
UCB Q-learning,1,1124,5,magenta,1,green,0.054000000000000006
UCB Q-learning,1,1124,5,magenta,2,blue,-0.006
UCB Q-learning,1,1124,6,cyan,0,red,0.19379999999999997
UCB Q-learning,1,1124,6,cyan,1,green,0.14140394492079494
UCB Q-learning,1,1124,6,cyan,2,blue,-0.0025885072500000028
UCB Q-learning,1,1124,7,white,0,red,0.0
UCB Q-learning,1,1124,7,white,1,green,0.0
UCB Q-learning,1,1124,7,white,2,blue,0.0
UCB Q-learning,2,1125,0,black,0,red,0.03398955764999999
UCB Q-learning,2,1125,0,black,1,green,0.4844500000000001
UCB Q-learning,2,1125,0,black,2,blue,0.07839827302977001
UCB Q-learning,2,1125,1,red,0,red,-0.009702821775000002
UCB Q-learning,2,1125,1,red,1,green,0.15411509999999998
UCB Q-learning,2,1125,1,red,2,blue,0.10023299999999999
UCB Q-learning,2,1125,2,green,0,red,0.5310000000000001
UCB Q-learning,2,1125,2,green,1,green,0.22806607960037656
UCB Q-learning,2,1125,2,green,2,blue,0.04436442380820893
UCB Q-learning,2,1125,3,blue,0,red,0.22286571
UCB Q-learning,2,1125,3,blue,1,green,0.022940999999999993
UCB Q-learning,2,1125,3,blue,2,blue,0.015322199216804996
