reward_mode,seed,episode,return,ext_return,int_return,solved,steps,overloads
novelty,1,1,1.510333278557943,-0.5,20.103332785579425,0,50,5
novelty,1,2,2.011035321499467,1.0,10.110353214994673,1,25,3
novelty,1,3,1.184720611758007,1.0,1.8472061175800683,1,6,0
novelty,1,4,0.8955884034018581,-0.5,13.955884034018574,0,50,8
novelty,1,5,0.43555757816447516,-0.5,9.35557578164475,0,50,5
novelty,1,6,1.7579473482124839,1.0,7.57947348212484,1,38,4
novelty,1,7,0.26770373455736685,-0.5,7.677037345573669,0,50,7
novelty,1,8,0.46418222749981664,-0.5,9.641822274998164,0,50,6
novelty,1,9,1.1340261525288424,1.0,1.3402615252884245,1,8,0
novelty,1,10,0.03811866516115281,-0.5,5.381186651611526,0,50,5
novelty,1,11,-0.010564379639268706,-0.5,4.894356203607311,0,50,6
novelty,1,12,0.23274338212791434,-0.5,7.3274338212791434,0,50,7
novelty,1,13,-0.1142271737510086,-0.5,3.857728262489915,0,50,2
novelty,1,14,-0.0004980377038738548,-0.5,4.99501962296126,0,50,7
novelty,1,15,0.05573297800876731,-0.5,5.557329780087672,0,50,6
novelty,1,16,0.18748488252208928,-0.5,6.874848825220891,0,50,5
novelty,1,17,0.1275596402670771,-0.5,6.2755964026707725,0,50,7
novelty,1,18,-0.09218771294042816,-0.5,4.078122870595717,0,50,7
novelty,1,19,-0.19800450754297494,-0.5,3.0199549245702504,0,50,4
novelty,1,20,1.2104728524058856,1.0,2.1047285240588574,1,24,2
novelty,1,21,-0.04257043246048947,-0.5,4.574295675395105,0,50,5
novelty,1,22,0.033538743249103886,-0.5,5.33538743249104,0,50,7
novelty,1,23,-0.12382682764008224,-0.5,3.761731723599178,0,50,5
novelty,1,24,-0.25086225907138815,-0.5,2.491377409286118,0,50,2
novelty,1,25,-0.09124087177314405,-0.5,4.087591282268559,0,50,5
novelty,1,26,-0.17263890647382463,-0.5,3.273610935261755,0,50,6
novelty,1,27,1.1730384965278047,1.0,1.7303849652780459,1,11,1
novelty,1,28,1.382305008598744,1.0,3.8230500859874414,1,45,5
novelty,1,29,1.257386661867148,1.0,2.5738666186714787,1,21,2
novelty,1,30,-0.16235515015381752,-0.5,3.376448498461824,0,50,4
novelty,1,31,-0.21567460002074734,-0.5,2.8432539997925272,0,50,4
novelty,1,32,1.10278348326527,1.0,1.0278348326527,1,10,1
novelty,1,33,-0.02934754311448473,-0.5,4.706524568855151,0,50,8
novelty,1,34,-0.08501601952163562,-0.5,4.149839804783644,0,50,9
novelty,1,35,1.4935528936724198,1.0,4.9355289367242,1,46,7
novelty,1,36,-0.039443437213188715,-0.5,4.605565627868111,0,50,7
novelty,1,37,0.00751573552805096,-0.5,5.07515735528051,0,50,8
novelty,1,38,-0.2514681001636524,-0.5,2.485318998363476,0,50,4
novelty,1,39,-0.292324042935395,-0.5,2.0767595706460495,0,50,5
novelty,1,40,-0.08008766465156042,-0.5,4.199123353484396,0,50,5
novelty,1,41,-0.2834895030891103,-0.5,2.165104969108897,0,50,2
novelty,1,42,-0.17614988734956777,-0.5,3.238501126504322,0,50,7
novelty,1,43,-0.050054490013901165,-0.5,4.499455099860989,0,50,9
novelty,1,44,-0.14420658155921118,-0.5,3.557934184407888,0,50,10
novelty,1,45,-0.1356205394283863,-0.5,3.643794605716136,0,50,8
novelty,1,46,-0.277401881864934,-0.5,2.2259811813506607,0,50,4
novelty,1,47,-0.1522357173732219,-0.5,3.4776428262677803,0,50,8
novelty,1,48,1.1327011370343685,1.0,1.3270113703436854,1,14,2
novelty,1,49,-0.2480128616495638,-0.5,2.5198713835043614,0,50,7
novelty,1,50,-0.2898802510203201,-0.5,2.101197489796799,0,50,4
novelty,1,51,-0.23668885336605955,-0.5,2.633111466339404,0,50,5
novelty,1,52,1.2201796347547549,1.0,2.201796347547549,1,47,2
novelty,1,53,1.064249989434077,1.0,0.6424998943407678,1,8,0
novelty,1,54,-0.1717060075984539,-0.5,3.2829399240154618,0,50,9
novelty,1,55,-0.2519163920092192,-0.5,2.480836079907808,0,50,5
novelty,1,56,1.0829024206540592,1.0,0.8290242065405933,1,22,0
novelty,1,57,1.047687683876521,1.0,0.4768768387652102,1,6,0
novelty,1,58,-0.21547842293121178,-0.5,2.8452157706878825,0,50,7
novelty,1,59,-0.2536107907302455,-0.5,2.463892092697544,0,50,5
novelty,1,60,-0.34245503480502215,-0.5,1.5754496519497776,0,50,1
novelty,1,61,1.110513505845002,1.0,1.10513505845002,1,21,1
novelty,1,62,-0.19080565641660108,-0.5,3.0919434358339895,0,50,7
novelty,1,63,1.0589859813860498,1.0,0.5898598138604978,1,6,0
novelty,1,64,1.0655691398253324,1.0,0.655691398253325,1,11,1
novelty,1,65,-0.31530482182894864,-0.5,1.8469517817105126,0,50,3
novelty,1,66,1.2281755869956614,1.0,2.2817558699566143,1,28,4
novelty,1,67,-0.20581224698615652,-0.5,2.9418775301384357,0,50,6
novelty,1,68,-0.13929052490508292,-0.5,3.607094750949172,0,50,9
novelty,1,69,-0.18615446367428373,-0.5,3.1384553632571626,0,50,6
novelty,1,70,-0.22174137229109447,-0.5,2.7825862770890564,0,50,6
novelty,1,71,-0.24911779581221816,-0.5,2.508822041877817,0,50,7
novelty,1,72,-0.24412707802755695,-0.5,2.5587292197244307,0,50,6
novelty,1,73,1.1201163280442317,1.0,1.201163280442316,1,20,1
novelty,1,74,-0.3038754183943469,-0.5,1.961245816056531,0,50,4
novelty,1,75,1.126111632771324,1.0,1.2611163277132413,1,21,2
novelty,1,76,-0.21956444586445184,-0.5,2.804355541355481,0,50,9
novelty,1,77,-0.2142178486629875,-0.5,2.857821513370125,0,50,8
novelty,1,78,1.0707932648092668,1.0,0.707932648092668,1,9,1
novelty,1,79,-0.3194408478066384,-0.5,1.805591521933616,0,50,2
novelty,1,80,1.2018694266680474,1.0,2.018694266680473,1,35,6
novelty,1,81,-0.21062133607644118,-0.5,2.8937866392355884,0,50,7
novelty,1,82,-0.15766618830856216,-0.5,3.423338116914379,0,50,9
novelty,1,83,1.1008009946453727,1.0,1.0080099464537264,1,20,1
novelty,1,84,-0.34270281226622545,-0.5,1.5729718773377461,0,50,1
novelty,1,85,-0.32667746071479664,-0.5,1.733225392852034,0,50,4
novelty,1,86,-0.32142770708538393,-0.5,1.7857229291461612,0,50,3
novelty,1,87,1.209414590426608,1.0,2.0941459042660795,1,43,5
novelty,1,88,-0.24815671006843862,-0.5,2.5184328993156138,0,50,7
novelty,1,89,-0.3416854842781186,-0.5,1.583145157218813,0,50,4
novelty,1,90,-0.25537080660353023,-0.5,2.446291933964697,0,50,8
novelty,1,91,-0.33956617670181066,-0.5,1.6043382329818934,0,50,5
novelty,1,92,1.1478853151539004,1.0,1.478853151539003,1,29,3
novelty,1,93,1.053261741973818,1.0,0.5326174197381786,1,8,0
novelty,1,94,1.1063663701169109,1.0,1.063663701169109,1,26,2
novelty,1,95,-0.30370567068768717,-0.5,1.9629432931231283,0,50,5
novelty,1,96,1.0978606869284901,1.0,0.9786068692849009,1,13,2
novelty,1,97,1.0956350723103425,1.0,0.9563507231034251,1,12,1
novelty,1,98,-0.39873174946876005,-0.5,1.0126825053123996,0,50,1
novelty,1,99,1.0669733422263228,1.0,0.6697334222632283,1,11,0
novelty,1,100,-0.28066220122171914,-0.5,2.1933779877828083,0,50,6
novelty,1,101,-0.24527294938929067,-0.5,2.5472705061070924,0,50,9
novelty,1,102,-0.36110883919372494,-0.5,1.3889116080627497,0,50,5
novelty,1,103,-0.32221992519215265,-0.5,1.7778007480784732,0,50,6
novelty,1,104,1.1793524512694311,1.0,1.7935245126943105,1,42,3
novelty,1,105,-0.29964794848973597,-0.5,2.0035205151026405,0,50,7
novelty,1,106,1.0370149155103559,1.0,0.37014915510355717,1,4,0
novelty,1,107,-0.27985734015695674,-0.5,2.201426598430433,0,50,5
novelty,1,108,-0.3705995093785212,-0.5,1.2940049062147878,0,50,5
novelty,1,109,-0.3480906213997824,-0.5,1.519093786002176,0,50,2
novelty,1,110,-0.4114281848082385,-0.5,0.8857181519176152,0,50,1
novelty,1,111,-0.33310629356140364,-0.5,1.6689370643859636,0,50,5
novelty,1,112,-0.2965961930475178,-0.5,2.0340380695248217,0,50,3
novelty,1,113,1.1312017701254704,1.0,1.3120177012547054,1,33,4
novelty,1,114,-0.2965825694952917,-0.5,2.0341743050470833,0,50,7
novelty,1,115,-0.39211619511479273,-0.5,1.0788380488520728,0,50,3
novelty,1,116,-0.2911238355893468,-0.5,2.088761644106532,0,50,6
novelty,1,117,-0.3632938803059784,-0.5,1.3670611969402162,0,50,5
novelty,1,118,-0.30791551664205624,-0.5,1.9208448335794381,0,50,4
novelty,1,119,-0.31680535473190896,-0.5,1.8319464526809104,0,50,5
novelty,1,120,-0.3335903460375984,-0.5,1.6640965396240164,0,50,4
novelty,1,121,1.1330451231408867,1.0,1.330451231408866,1,43,2
novelty,1,122,-0.32435435044837685,-0.5,1.756456495516231,0,50,5
novelty,1,123,1.0304836816414449,1.0,0.3048368164144487,1,4,0
novelty,1,124,1.0726895307293998,1.0,0.7268953072939979,1,18,1
novelty,1,125,-0.4037541602451652,-0.5,0.9624583975483478,0,50,0
novelty,1,126,1.1881889307972342,1.0,1.881889307972341,1,48,5
novelty,1,127,-0.3071601029990414,-0.5,1.9283989700095856,0,50,4
novelty,1,128,1.0350350448996337,1.0,0.3503504489963368,1,4,0
novelty,1,129,1.0662577551518413,1.0,0.6625775515184114,1,20,1
novelty,1,130,1.0499696913091052,1.0,0.4996969130910518,1,15,0
novelty,1,131,-0.339849169812836,-0.5,1.6015083018716396,0,50,7
novelty,1,132,1.0988299275128728,1.0,0.9882992751287286,1,28,1
novelty,1,133,-0.3417079948431745,-0.5,1.5829200515682555,0,50,7
novelty,1,134,1.119705360422171,1.0,1.19705360422171,1,48,1
novelty,1,135,-0.30073663407328366,-0.5,1.9926336592671632,0,50,7
novelty,1,136,1.1582531900634108,1.0,1.5825319006341092,1,43,4
novelty,1,137,-0.38294152210168053,-0.5,1.170584778983194,0,50,3
novelty,1,138,1.0673745228954314,1.0,0.6737452289543134,1,20,1
novelty,1,139,1.2237586285284119,1.0,2.237586285284118,1,46,7
novelty,1,140,-0.3038302193296899,-0.5,1.961697806703101,0,50,6
novelty,1,141,-0.3581426941179323,-0.5,1.4185730588206769,0,50,4
novelty,1,142,-0.36021309895279163,-0.5,1.3978690104720832,0,50,5
novelty,1,143,1.1818766359660098,1.0,1.818766359660097,1,48,5
novelty,1,144,-0.3239069077659887,-0.5,1.7609309223401128,0,50,4
novelty,1,145,1.073294419041684,1.0,0.7329441904168384,1,10,2
novelty,1,146,-0.3369019215968094,-0.5,1.6309807840319057,0,50,8
novelty,1,147,1.1723513917468869,1.0,1.7235139174688683,1,46,3
novelty,1,148,1.1246007677328307,1.0,1.2460076773283082,1,38,4
novelty,1,149,-0.30029428594964425,-0.5,1.9970571405035566,0,50,7
novelty,1,150,-0.24678626350610278,-0.5,2.532137364938971,0,50,8
novelty,1,151,-0.3800147016365306,-0.5,1.1998529836346936,0,50,3
novelty,1,152,-0.2573741509278391,-0.5,2.4262584907216094,0,50,7
novelty,1,153,1.0900413217059652,1.0,0.9004132170596534,1,19,2
novelty,1,154,-0.29377797537423167,-0.5,2.0622202462576835,0,50,7
novelty,1,155,-0.35505116340886367,-0.5,1.4494883659113629,0,50,6
novelty,1,156,-0.3340410138434886,-0.5,1.6595898615651148,0,50,6
novelty,1,157,1.1525195023122214,1.0,1.5251950231222147,1,50,5
novelty,1,158,-0.34913984728530945,-0.5,1.5086015271469058,0,50,3
novelty,1,159,-0.281398172127196,-0.5,2.1860182787280413,0,50,9
novelty,1,160,1.0302730155920865,1.0,0.3027301559208655,1,7,0
novelty,1,161,-0.2879675295414045,-0.5,2.1203247045859555,0,50,8
novelty,1,162,1.2157301147743276,1.0,2.1573011477432753,1,46,7
novelty,1,163,1.1312712515290764,1.0,1.3127125152907637,1,39,3
novelty,1,164,-0.3957308916922211,-0.5,1.0426910830777891,0,50,5
novelty,1,165,-0.3106573171964515,-0.5,1.8934268280354845,0,50,7
novelty,1,166,1.0820919584149622,1.0,0.8209195841496219,1,25,2
novelty,1,167,-0.3768899348347893,-0.5,1.2311006516521064,0,50,4
novelty,1,168,-0.38279632848530604,-0.5,1.17203671514694,0,50,1
novelty,1,169,1.0612131620543237,1.0,0.6121316205432359,1,29,0
novelty,1,170,-0.3195553692876142,-0.5,1.804446307123858,0,50,5
novelty,1,171,1.0849208179335597,1.0,0.8492081793355958,1,25,3
novelty,1,172,-0.383159442240254,-0.5,1.1684055775974596,0,50,3
novelty,1,173,1.090073765542281,1.0,0.9007376554228083,1,32,1
novelty,1,174,1.0264962108581197,1.0,0.26496210858119745,1,5,0
novelty,1,175,-0.2865592940639421,-0.5,2.1344070593605786,0,50,7
novelty,1,176,-0.36629743803849024,-0.5,1.3370256196150978,0,50,5
novelty,1,177,1.117067995844374,1.0,1.1706799584437406,1,34,3
novelty,1,178,-0.3319668048208088,-0.5,1.6803319517919122,0,50,6
novelty,1,179,-0.33599957146761383,-0.5,1.640004285323861,0,50,5
novelty,1,180,1.0634179881886416,1.0,0.6341798818864157,1,15,1
novelty,1,181,1.0740483766173685,1.0,0.740483766173685,1,19,2
novelty,1,182,1.0622216010807668,1.0,0.6222160108076684,1,17,1
novelty,1,183,-0.3426212527249104,-0.5,1.5737874727508956,0,50,4
novelty,1,184,-0.3119566831759836,-0.5,1.8804331682401647,0,50,8
novelty,1,185,1.0679313486132125,1.0,0.6793134861321233,1,19,2
novelty,1,186,-0.2934981259871484,-0.5,2.0650187401285156,0,50,6
novelty,1,187,1.112429526852801,1.0,1.1242952685280108,1,23,3
novelty,1,188,-0.3612956824264306,-0.5,1.3870431757356934,0,50,3
novelty,1,189,-0.30217198990576394,-0.5,1.9782801009423605,0,50,8
novelty,1,190,1.0374283582408073,1.0,0.37428358240807064,1,8,0
novelty,1,191,-0.373863257066232,-0.5,1.26136742933768,0,50,5
novelty,1,192,-0.41114232571533516,-0.5,0.8885767428466486,0,50,2
novelty,1,193,1.1009893471773649,1.0,1.009893471773648,1,35,1
novelty,1,194,-0.40112731588132516,-0.5,0.9887268411867483,0,50,4
novelty,1,195,-0.3312638956545401,-0.5,1.6873610434545991,0,50,6
novelty,1,196,-0.3640009217770418,-0.5,1.3599907822295816,0,50,7
novelty,1,197,1.071418436923734,1.0,0.714184369237341,1,30,2
novelty,1,198,1.0392750975527327,1.0,0.39275097552732763,1,11,0
novelty,1,199,-0.37436198159317335,-0.5,1.2563801840682667,0,50,3
novelty,1,200,1.1038746095505505,1.0,1.038746095505505,1,26,3
novelty,1,201,1.0370941747841238,1.0,0.3709417478412397,1,7,1
novelty,1,202,1.1102171431087038,1.0,1.1021714310870359,1,32,4
novelty,1,203,-0.37491999563216605,-0.5,1.2508000436783404,0,50,7
novelty,1,204,1.0947192565115593,1.0,0.9471925651155925,1,22,3
novelty,1,205,1.1406947099882807,1.0,1.406947099882807,1,46,6
novelty,1,206,-0.3956415838432877,-0.5,1.043584161567123,0,50,5
novelty,1,207,-0.4105630692466897,-0.5,0.894369307533103,0,50,5
novelty,1,208,1.0982421935469575,1.0,0.982421935469575,1,37,2
novelty,1,209,-0.3761867091047504,-0.5,1.2381329089524953,0,50,6
novelty,1,210,1.1011323075710358,1.0,1.0113230757103573,1,50,0
novelty,1,211,-0.4017310245715051,-0.5,0.9826897542849491,0,50,2
novelty,1,212,1.1195859500916014,1.0,1.195859500916015,1,48,5
novelty,1,213,-0.321015108957775,-0.5,1.7898489104222495,0,50,9
novelty,1,214,-0.35575855338109286,-0.5,1.4424144661890719,0,50,8
novelty,1,215,-0.3937597767484388,-0.5,1.0624022325156122,0,50,5
